"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Tolima","province",9,938,9,"cases"
NA,"Colombia-Valle","province",1,803,0,"cases"
NA,"Colombia-Cundinamarca","province",5,628,20,"cases"
NA,"Colombia-Huila","province",3,514,0,"cases"
NA,"Colombia-Barranquilla","province",0,408,0,"cases"
NA,"Colombia-Santander","province",0,376,5,"cases"
NA,"Colombia-Antioquia","province",2,305,1,"cases"
NA,"Colombia-Meta","province",2,264,23,"cases"
NA,"Colombia-Caqueta","province",0,282,1,"cases"
NA,"Colombia-Risaralda","province",0,171,0,"cases"
NA,"Colombia-Putumayo","province",0,133,0,"cases"
NA,"Colombia-Quindio","province",1,128,0,"cases"
NA,"Colombia-Norte_Santander","province",0,92,5,"cases"
NA,"Colombia-Cordoba","province",1,89,0,"cases"
NA,"Colombia-Sucre","province",0,90,0,"cases"
NA,"Colombia-Santa_Marta","province",1,79,0,"cases"
NA,"Colombia-Cesar","province",1,74,0,"cases"
NA,"Colombia-Boyaca","province",0,57,7,"cases"
NA,"Colombia-Atlantico","province",0,62,0,"cases"
NA,"Colombia-Caldas","province",0,52,0,"cases"
NA,"Colombia-Cauca","province",0,47,0,"cases"
NA,"Colombia-Arauca","province",1,41,0,"cases"
NA,"Colombia-Casanare","province",0,22,0,"cases"
NA,"Colombia-Narino","province",0,6,14,"cases"
NA,"Colombia-Bolivar","province",0,18,0,"cases"
NA,"Colombia-Bogota","province",0,0,15,"cases"
NA,"Colombia-Cartagena","province",0,9,0,"cases"
NA,"Colombia-Magdalena","province",0,7,0,"cases"
NA,"Colombia-Exterior","province",0,0,7,"cases"
NA,"Colombia-Guajira","province",0,6,0,"cases"
NA,"Colombia-Vichada","province",0,5,0,"cases"
NA,"Colombia-Guaviare","province",0,5,0,"cases"
NA,"Colombia-Choco","province",2,3,0,"cases"
NA,"Colombia-Guainia","province",1,3,0,"cases"
NA,"Colombia-Amazonas","province",0,3,1,"cases"
NA,"Colombia-San_Andres","province",0,1,0,"cases"
NA,"Colombia-Vaupes","province",0,1,0,"cases"
