"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",4,1791,0,"cases"
NA,"Colombia-Tolima","province",10,1177,20,"cases"
NA,"Colombia-Cundinamarca","province",12,862,21,"cases"
NA,"Colombia-Santander","province",2,872,9,"cases"
NA,"Colombia-Huila","province",4,707,0,"cases"
NA,"Colombia-Meta","province",2,561,0,"cases"
NA,"Colombia-Antioquia","province",6,460,4,"cases"
NA,"Colombia-Risaralda","province",0,453,0,"cases"
NA,"Colombia-Caqueta","province",1,363,3,"cases"
NA,"Colombia-Barranquilla","province",0,331,0,"cases"
NA,"Colombia-Putumayo","province",2,293,0,"cases"
NA,"Colombia-Quindio","province",1,251,0,"cases"
NA,"Colombia-Cauca","province",2,203,0,"cases"
NA,"Colombia-Cordoba","province",1,149,0,"cases"
NA,"Colombia-Norte_Santander","province",1,117,6,"cases"
NA,"Colombia-Sucre","province",0,104,0,"cases"
NA,"Colombia-Cesar","province",1,101,0,"cases"
NA,"Colombia-Boyaca","province",0,89,9,"cases"
NA,"Colombia-Arauca","province",1,81,0,"cases"
NA,"Colombia-Atlantico","province",0,81,0,"cases"
NA,"Colombia-Caldas","province",1,75,3,"cases"
NA,"Colombia-Casanare","province",0,65,0,"cases"
NA,"Colombia-Narino","province",1,17,19,"cases"
NA,"Colombia-Santa_Marta","province",3,28,0,"cases"
NA,"Colombia-Guaviare","province",0,27,0,"cases"
NA,"Colombia-Bolivar","province",0,26,0,"cases"
NA,"Colombia-Guainia","province",1,16,0,"cases"
NA,"Colombia-Buenaventura","province",0,17,0,"cases"
NA,NA,"province",0,0,14,"cases"
NA,"Colombia-Vichada","province",0,13,0,"cases"
NA,"Colombia-Magdalena","province",0,12,0,"cases"
NA,"Colombia-Cartagena","province",0,12,0,"cases"
NA,"Colombia-Choco","province",2,7,2,"cases"
NA,"Colombia-Exterior","province",1,0,10,"cases"
NA,"Colombia-Amazonas","province",0,9,2,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,"Colombia-Vaupes","province",0,6,0,"cases"
NA,"Colombia-San_Andres","province",0,4,0,"cases"
