"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,9,"cases"
NA,"Colombia-Caqueta","province",0,0,4,"cases"
NA,"Colombia-Guainia","province",0,0,3,"cases"
NA,"Colombia-Putumayo","province",21,65,3,"cases"
NA,"Colombia-Antioquia","province",5,79,729,"cases"
NA,"Colombia-Bogota","province",1,0,32,"cases"
NA,"Colombia-Caldas","province",3,9,31,"cases"
NA,"Colombia-Cundinamarca","province",2,272,103,"cases"
NA,"Colombia-Huila","province",9,1432,75,"cases"
NA,"Colombia-Quindio","province",1,9,9,"cases"
NA,"Colombia-Risaralda","province",2,1,9,"cases"
NA,"Colombia-Tolima","province",2,176,253,"cases"
NA,"Colombia-Boyaca","province",6,9,15,"cases"
NA,"Colombia-Norte_Santander","province",78,21209,298,"cases"
NA,"Colombia-Santander","province",6,238,84,"cases"
NA,"Colombia-Arauca","province",3,172,218,"cases"
NA,"Colombia-Casanare","province",2,16,11,"cases"
NA,"Colombia-Meta","province",2,52,10,"cases"
NA,"Colombia-Vichada","province",0,0,6,"cases"
NA,"Colombia-Cauca","province",3,2,56,"cases"
NA,"Colombia-Choco","province",0,0,6,"cases"
NA,"Colombia-Narino","province",3,7,9,"cases"
NA,"Colombia-Valle","province",21,251,39,"cases"
NA,"Colombia-Atlantico","province",27,1292,424,"cases"
NA,"Colombia-Barranquilla","province",7,2799,0,"cases"
NA,"Colombia-Bolivar","province",139,16785,56,"cases"
NA,"Colombia-Cartagena","province",15,11477,0,"cases"
NA,"Colombia-Cesar","province",24,405,167,"cases"
NA,"Colombia-Cordoba","province",59,2716,330,"cases"
NA,"Colombia-Guajira","province",29,5886,124,"cases"
NA,"Colombia-Magdalena","province",28,1955,782,"cases"
NA,"Colombia-San_Andres","province",2,197,2,"cases"
NA,"Colombia-Santa_Marta","province",6,3661,0,"cases"
NA,"Colombia-Sucre","province",70,12055,389,"cases"
