"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,6,3,"cases"
NA,"Colombia-Caqueta","province",5,1179,283,"cases"
NA,"Colombia-Guainia","province",0,0,13,"cases"
NA,"Colombia-Guaviare","province",0,0,92,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Putumayo","province",1,70,2,"cases"
NA,"Colombia-Antioquia","province",30,8685,724,"cases"
NA,"Colombia-Bogota","province",0,0,190,"cases"
NA,"Colombia-Caldas","province",7,2174,27,"cases"
NA,"Colombia-Cundinamarca","province",30,12565,122,"cases"
NA,"Colombia-Huila","province",23,23090,89,"cases"
NA,"Colombia-Quindio","province",0,407,2,"cases"
NA,"Colombia-Risaralda","province",4,321,1,"cases"
NA,"Colombia-Tolima","province",11,28419,712,"cases"
NA,"Colombia-Boyaca","province",2,441,30,"cases"
NA,"Colombia-Norte_Santander","province",17,5439,141,"cases"
NA,"Colombia-Santander","province",3,3096,66,"cases"
NA,"Colombia-Arauca","province",0,2066,500,"cases"
NA,"Colombia-Casanare","province",1,4864,273,"cases"
NA,"Colombia-Meta","province",8,3480,264,"cases"
NA,"Colombia-Vichada","province",0,0,29,"cases"
NA,"Colombia-Cauca","province",1,364,1187,"cases"
NA,"Colombia-Choco","province",2,73,254,"cases"
NA,"Colombia-Narino","province",0,650,30,"cases"
NA,"Colombia-Valle","province",33,38939,9,"cases"
NA,"Colombia-Atlantico","province",0,1480,14,"cases"
NA,"Colombia-Barranquilla","province",0,3891,0,"cases"
NA,"Colombia-Bolivar","province",1,424,0,"cases"
NA,"Colombia-Cartagena","province",0,339,0,"cases"
NA,"Colombia-Cesar","province",6,2583,10,"cases"
NA,"Colombia-Cordoba","province",2,11617,9,"cases"
NA,"Colombia-Guajira","province",1,4352,18,"cases"
NA,"Colombia-Magdalena","province",0,1712,7,"cases"
NA,"Colombia-San_Andres","province",0,512,5,"cases"
NA,"Colombia-Santa_Marta","province",3,1533,0,"cases"
NA,"Colombia-Sucre","province",0,6126,0,"cases"
