"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",5,9,4,"cases"
NA,"Colombia-Caqueta","province",41,6696,17,"cases"
NA,"Colombia-Guainia","province",25,52,1,"cases"
NA,"Colombia-Guaviare","province",105,1819,0,"cases"
NA,"Colombia-Vaupes","province",3,2,1,"cases"
NA,"Colombia-Putumayo","province",20,821,0,"cases"
NA,"Colombia-Antioquia","province",172,14509,157,"cases"
NA,"Colombia-Bogota","province",1,0,9,"cases"
NA,"Colombia-Caldas","province",57,2935,18,"cases"
NA,"Colombia-Cundinamarca","province",249,17476,23,"cases"
NA,"Colombia-Huila","province",205,28541,0,"cases"
NA,"Colombia-Quindio","province",29,5684,0,"cases"
NA,"Colombia-Risaralda","province",66,4766,0,"cases"
NA,"Colombia-Tolima","province",354,40801,30,"cases"
NA,"Colombia-Boyaca","province",67,726,29,"cases"
NA,"Colombia-Norte_Santander","province",86,6093,7,"cases"
NA,"Colombia-Santander","province",89,11443,83,"cases"
NA,"Colombia-Arauca","province",64,5464,0,"cases"
NA,"Colombia-Casanare","province",136,15501,0,"cases"
NA,"Colombia-Meta","province",130,20865,80,"cases"
NA,"Colombia-Vichada","province",26,276,0,"cases"
NA,"Colombia-Cauca","province",50,3723,5,"cases"
NA,"Colombia-Choco","province",31,949,53,"cases"
NA,"Colombia-Narino","province",48,2209,34,"cases"
NA,"Colombia-Valle","province",1026,118916,1,"cases"
NA,"Colombia-Atlantico","province",7,1808,0,"cases"
NA,"Colombia-Barranquilla","province",3,5877,0,"cases"
NA,"Colombia-Bolivar","province",7,601,0,"cases"
NA,"Colombia-Cartagena","province",5,494,0,"cases"
NA,"Colombia-Cesar","province",48,3766,0,"cases"
NA,"Colombia-Cordoba","province",9,12585,1,"cases"
NA,"Colombia-Guajira","province",9,4471,0,"cases"
NA,"Colombia-Magdalena","province",4,2497,0,"cases"
NA,"Colombia-San_Andres","province",1,1228,2,"cases"
NA,NA,"province",7,1612,0,"cases"
NA,"Colombia-Sucre","province",11,6936,0,"cases"
