"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",0,105,0,"cases"
NA,"Colombia-Tolima","province",1,46,1,"cases"
NA,"Colombia-Santander","province",0,46,1,"cases"
NA,"Colombia-Cundinamarca","province",2,37,4,"cases"
NA,"Colombia-Huila","province",0,31,0,"cases"
NA,"Colombia-Meta","province",0,29,0,"cases"
NA,"Colombia-Antioquia","province",1,22,3,"cases"
NA,"Colombia-Putumayo","province",0,24,0,"cases"
NA,"Colombia-Risaralda","province",0,22,0,"cases"
NA,"Colombia-Guaviare","province",0,17,0,"cases"
NA,"Colombia-Casanare","province",0,12,0,"cases"
NA,"Colombia-Caqueta","province",0,9,1,"cases"
NA,"Colombia-Quindio","province",0,7,0,"cases"
NA,"Colombia-Sucre","province",0,7,0,"cases"
NA,"Colombia-Barranquilla","province",0,6,0,"cases"
NA,"Colombia-Boyaca","province",0,1,5,"cases"
NA,"Colombia-Cesar","province",0,6,0,"cases"
NA,"Colombia-Caldas","province",0,5,0,"cases"
NA,"Colombia-Cartagena","province",0,5,0,"cases"
NA,"Colombia-Arauca","province",0,5,0,"cases"
NA,"Colombia-Norte_Santander","province",0,4,0,"cases"
NA,"Colombia-Amazonas","province",0,4,0,"cases"
NA,"Colombia-Atlantico","province",0,4,0,"cases"
NA,"Colombia-Santa_Marta","province",0,4,0,"cases"
NA,"Colombia-Cauca","province",0,3,0,"cases"
NA,"Colombia-Bolivar","province",0,3,0,"cases"
NA,"Colombia-Cordoba","province",0,3,0,"cases"
NA,"Colombia-Narino","province",0,3,0,"cases"
NA,"Colombia-San_Andres","province",0,2,0,"cases"
NA,"Colombia-Desconocido","province",2,0,0,"cases"
NA,"Colombia-Vaupes","province",0,0,1,"cases"
NA,"Colombia-Choco","province",0,0,1,"cases"
NA,"Colombia-Magdalena","province",0,1,0,"cases"
NA,"Colombia-Vichada","province",0,1,0,"cases"
NA,"Colombia-Buenaventura","province",0,0,0,"cases"
NA,"Colombia-Guainia","province",0,0,0,"cases"
NA,"Colombia-Guajira","province",0,0,0,"cases"
NA,"Colombia-Exterior","province",0,0,7,"cases"
