"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Valle","province",7,2066,0,"cases"
NA,"Colombia-Tolima","province",11,1229,19,"cases"
NA,"Colombia-Santander","province",2,998,10,"cases"
NA,"Colombia-Cundinamarca","province",13,899,23,"cases"
NA,"Colombia-Huila","province",4,736,0,"cases"
NA,"Colombia-Meta","province",2,622,0,"cases"
NA,"Colombia-Risaralda","province",0,545,0,"cases"
NA,"Colombia-Antioquia","province",6,498,6,"cases"
NA,"Colombia-Caqueta","province",1,386,3,"cases"
NA,"Colombia-Barranquilla","province",0,384,0,"cases"
NA,"Colombia-Putumayo","province",2,337,0,"cases"
NA,"Colombia-Quindio","province",1,279,0,"cases"
NA,"Colombia-Cauca","province",2,208,2,"cases"
NA,"Colombia-Cordoba","province",1,159,0,"cases"
NA,"Colombia-Norte_Santander","province",1,121,7,"cases"
NA,"Colombia-Boyaca","province",0,106,9,"cases"
NA,"Colombia-Sucre","province",0,108,0,"cases"
NA,"Colombia-Cesar","province",1,106,0,"cases"
NA,"Colombia-Arauca","province",1,100,0,"cases"
NA,"Colombia-Caldas","province",1,79,3,"cases"
NA,"Colombia-Atlantico","province",0,82,0,"cases"
NA,"Colombia-Casanare","province",0,72,0,"cases"
NA,"Colombia-Narino","province",1,22,22,"cases"
NA,"Colombia-Guaviare","province",0,36,0,"cases"
NA,"Colombia-Santa_Marta","province",3,29,0,"cases"
NA,"Colombia-Bolivar","province",0,26,0,"cases"
NA,"Colombia-Guainia","province",1,20,0,"cases"
NA,"Colombia-Buenaventura","province",0,19,0,"cases"
NA,"Colombia-Cartagena","province",0,15,0,"cases"
NA,"Colombia-Vichada","province",0,13,0,"cases"
NA,"Colombia-Amazonas","province",0,10,3,"cases"
NA,"Colombia-Magdalena","province",0,12,0,"cases"
NA,"Colombia-Exterior","province",1,0,11,"cases"
NA,"Colombia-Choco","province",2,8,2,"cases"
NA,"Colombia-Guajira","province",0,9,0,"cases"
NA,NA,"province",0,0,8,"cases"
NA,"Colombia-Vaupes","province",0,7,0,"cases"
NA,"Colombia-San_Andres","province",0,5,0,"cases"
