"report_date","location","location_type","value_lab","value_clinical","value_suspicious","unit"
NA,"Colombia-Amazonas","province",1,0,16,"cases"
NA,"Colombia-Caqueta","province",1,7,39,"cases"
NA,"Colombia-Guainia","province",0,0,7,"cases"
NA,"Colombia-Guaviare","province",0,0,3,"cases"
NA,"Colombia-Vaupes","province",0,0,0,"cases"
NA,"Colombia-Putumayo","province",24,75,2,"cases"
NA,"Colombia-Antioquia","province",47,3135,41,"cases"
NA,"Colombia-Bogota","province",1,0,356,"cases"
NA,"Colombia-Caldas","province",13,1436,20,"cases"
NA,"Colombia-Cundinamarca","province",47,4546,126,"cases"
NA,"Colombia-Huila","province",37,11183,91,"cases"
NA,"Colombia-Quindio","province",1,52,0,"cases"
NA,"Colombia-Risaralda","province",4,24,0,"cases"
NA,"Colombia-Tolima","province",33,5101,468,"cases"
NA,"Colombia-Boyaca","province",8,27,17,"cases"
NA,"Colombia-Norte_Santander","province",304,27429,165,"cases"
NA,"Colombia-Santander","province",9,929,61,"cases"
NA,"Colombia-Arauca","province",3,89,284,"cases"
NA,"Colombia-Casanare","province",2,102,4,"cases"
NA,"Colombia-Meta","province",3,165,28,"cases"
NA,"Colombia-Vichada","province",0,0,9,"cases"
NA,"Colombia-Cauca","province",5,7,72,"cases"
NA,"Colombia-Choco","province",2,1,8,"cases"
NA,"Colombia-Narino","province",3,11,11,"cases"
NA,"Colombia-Valle","province",24,1834,3,"cases"
NA,"Colombia-Atlantico","province",32,3046,31,"cases"
NA,"Colombia-Barranquilla","province",15,5724,0,"cases"
NA,"Colombia-Bolivar","province",302,18054,0,"cases"
NA,"Colombia-Cartagena","province",28,12408,0,"cases"
NA,"Colombia-Cesar","province",35,1190,14,"cases"
NA,"Colombia-Cordoba","province",69,9804,9,"cases"
NA,"Colombia-Guajira","province",45,9022,20,"cases"
NA,"Colombia-Magdalena","province",29,4521,333,"cases"
NA,"Colombia-San_Andres","province",5,307,3,"cases"
NA,"Colombia-Santa_Marta","province",10,4993,0,"cases"
NA,"Colombia-Sucre","province",94,16974,2,"cases"
