report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1406,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,13098,0,13,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5802,7,8,8,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,905,2,0,1,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3833,1,23,2,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1421,2,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3109,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2250,18,46,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7234,11,23,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,20283,58,204,48,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9846,21,126,18,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,5063,11,84,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8666,22,42,30,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,11719,19,243,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1911,9,10,4,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,12481,28,108,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,55800,46,657,49,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17281,31,310,16,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6657,14,85,8,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,217654,191,4950,87,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,21812,51,286,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,103,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,145,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2856,4,59,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,6216,5,20,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,84493,117,647,81,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11480,33,134,15,cases
