report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,966,3,0,,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,470,0,0,,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1030,0,4,,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,19,0,0,,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3329,0,1,,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,287,1,2,,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1119,0,0,,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1535,3,7,,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,273,1,1,,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4903,3,14,,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,808,0,3,,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,349,0,1,,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,843,1,7,,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,263,1,1,,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,108,0,1,,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,3067,0,10,,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,7929,7,37,,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1652,5,24,,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2720,0,15,,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,1718,6,21,,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,611,0,0,,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,46,0,0,,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,65,0,0,,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,453,1,3,,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,2207,2,3,,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,10128,21,440,,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,401,0,7,,cases
