report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1338,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,618,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1322,1,5,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,27,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4441,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,438,1,3,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1683,0,9,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,3029,4,10,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,562,1,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,8566,3,27,3,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,644,0,5,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,590,1,1,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1209,1,8,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,393,2,1,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,134,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4063,0,11,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,11508,11,43,7,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,2520,5,44,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3688,2,30,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,2552,7,27,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,805,0,2,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,69,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,76,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,616,1,5,1,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3398,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,15642,28,617,9,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,649,2,10,0,cases
