report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,813,1,6,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,681,0,1,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3693,3,5,4,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,235,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2196,1,7,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,274,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1853,0,33,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,887,8,18,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1414,5,4,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,5493,13,37,11,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3106,3,33,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1626,3,12,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2402,7,6,12,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2649,3,26,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,296,1,3,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4792,12,44,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,30756,24,378,23,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,8353,13,161,4,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3906,5,53,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,83830,86,1720,35,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,12218,13,74,4,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,34,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,102,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1746,3,41,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3934,3,8,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,41286,43,380,29,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,4652,20,62,7,cases
