report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,339,2,4,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3499,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1034,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,140,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1005,2,13,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,934,0,6,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,965,1,3,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1177,2,8,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,617,0,5,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4305,12,54,5,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4038,1,10,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,912,1,10,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6572,3,9,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1743,0,8,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,674,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,3768,2,3,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,13857,16,96,9,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1468,8,39,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6291,15,43,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,160842,174,2598,140,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,5070,14,91,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,770,0,34,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,53,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,4142,3,33,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,1784,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,32863,60,889,14,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,947,4,2,4,cases
