report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,294,2,4,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,3230,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,922,0,0,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,127,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,789,1,10,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,788,0,5,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,770,1,2,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,904,1,7,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,466,0,2,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,3543,11,45,5,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,3178,1,10,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,648,1,6,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,4978,2,8,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1514,0,7,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,543,1,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2621,2,2,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,10784,15,71,9,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1325,6,39,4,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5091,13,34,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,121716,136,1874,111,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,3835,9,65,2,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,573,0,30,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,40,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,3294,3,29,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,1468,1,2,1,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,27129,54,703,13,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,773,2,1,2,cases
