report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1608,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,789,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1910,1,5,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,68,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5493,1,5,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,560,1,6,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2559,0,37,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,4099,7,13,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1186,1,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,17605,8,59,6,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2639,2,5,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,982,1,2,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1870,2,13,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,636,2,3,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,207,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,5269,0,11,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,15961,12,62,8,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3522,6,61,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5116,3,52,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,3559,8,35,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1011,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,84,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,92,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,859,1,11,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5046,2,3,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,24884,41,863,14,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1270,6,21,3,cases
