report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1690,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,833,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2070,1,5,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,76,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5624,1,5,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,588,1,6,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2765,0,47,1,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,4329,7,16,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1398,1,2,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,21187,11,64,8,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2884,2,5,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1066,1,2,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2017,2,15,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,690,2,3,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,224,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,5541,0,11,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,16796,12,63,8,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3701,7,62,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5398,3,54,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,3791,8,36,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1058,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,86,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,93,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,906,1,11,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5375,3,3,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,27207,46,922,19,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1425,8,25,4,cases
