report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7727,6,17,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2158,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7471,4,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,209,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10672,2,41,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1791,2,19,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7665,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23633,13,34,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5178,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,49346,47,193,34,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,56517,13,48,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35285,7,52,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,59532,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17984,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3370,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,66072,5,15,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,522745,271,1916,261,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,41489,47,383,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,85095,27,416,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,198255,116,1180,113,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61906,119,528,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5037,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3141,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,45309,16,284,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19941,7,17,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,128429,146,3347,56,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17666,41,455,23,cases
