report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1105,1,9,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1445,0,3,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,4872,5,8,6,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,406,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3100,1,15,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,964,2,3,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2656,1,44,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,1524,13,30,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4557,9,12,3,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,11685,33,118,28,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6660,11,74,10,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3386,8,32,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6058,11,13,17,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,5757,4,94,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1233,6,7,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9617,18,74,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,51320,41,605,38,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,13004,23,225,11,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,5267,6,67,6,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,200781,170,4695,77,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,20426,36,203,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,77,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,132,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2437,3,54,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5241,4,16,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,70075,82,505,50,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,10829,30,129,12,cases
