report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7065,6,15,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2037,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7168,2,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,197,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10121,2,39,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1750,2,18,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7398,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23325,10,34,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5061,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,47316,45,185,31,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,56163,13,47,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35187,7,52,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,58868,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17757,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3273,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,64557,5,14,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,520468,271,1898,261,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,40219,46,372,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,83758,25,399,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,196638,116,1169,113,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61416,118,526,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4984,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3080,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,45080,16,283,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19001,7,16,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,123634,140,3148,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17486,40,452,23,cases
