report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1918,5,12,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5253,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3620,3,9,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1089,0,10,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7505,12,36,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3272,16,32,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7394,9,17,6,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7756,26,44,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7584,19,44,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,62816,121,671,68,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,22223,10,46,8,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,21127,11,77,6,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,103431,33,132,32,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,26117,5,98,6,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,8882,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,53256,29,43,14,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,184003,127,1023,73,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,31768,82,667,25,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,68890,53,418,30,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,739418,666,13397,503,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,44033,96,425,23,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4404,1,112,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1662,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,27861,14,302,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19966,13,59,8,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,163178,282,3393,98,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9632,30,75,25,cases
