report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7189,6,15,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2067,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7269,2,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,201,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10264,2,39,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1766,2,19,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7476,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23405,11,34,10,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5098,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,48198,45,188,32,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,56270,13,47,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35221,7,52,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,59099,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17823,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3297,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,64900,5,15,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,521093,271,1902,261,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,40512,46,374,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,84090,26,408,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,197167,116,1172,113,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61579,118,527,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4999,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3093,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,45129,16,284,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19224,7,16,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,124948,140,3206,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17531,40,453,23,cases
