report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,2124,5,13,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5309,0,2,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3777,3,9,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,1097,0,10,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7766,12,37,5,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,3291,16,32,2,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7789,9,17,6,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,7914,26,44,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7636,19,44,2,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,63077,121,672,68,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,22569,11,46,9,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,22667,12,78,7,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,109747,34,137,34,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,26835,15,99,6,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,9097,5,2,2,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,54905,29,46,14,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,190255,128,1044,74,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,34717,87,690,27,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,72462,56,472,31,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,743975,667,13423,504,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,45138,102,543,23,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,4430,1,112,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,1689,2,9,2,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,31154,14,337,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,21261,15,66,9,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,166518,285,3532,98,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,9814,32,75,27,cases
