report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1926,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1004,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2622,1,11,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,170,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6369,1,6,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,758,1,7,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4162,2,86,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,5875,9,27,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,3671,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,35793,25,83,19,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4266,3,6,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1723,1,6,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,4393,11,24,3,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1612,2,4,3,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,365,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7212,0,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,22154,17,94,12,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5056,9,74,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,7652,3,64,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,5047,8,41,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1308,0,5,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,124,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,112,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1167,2,21,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7011,3,12,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,48720,78,1480,36,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,2973,12,66,7,cases
