report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,821,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,408,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,891,0,3,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,16,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2847,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,255,1,2,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,878,0,0,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,945,1,6,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,222,1,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,3721,3,10,3,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,678,0,3,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,280,0,1,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,714,1,5,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,225,1,1,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,96,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2697,0,10,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,6614,7,32,5,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,1456,4,22,2,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2321,0,10,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,1426,6,18,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,522,0,0,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,42,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,391,1,3,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,1812,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,8355,20,372,6,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,333,0,5,6,cases
