report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,766,1,6,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,614,0,1,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3455,2,5,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,223,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,2061,1,5,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,212,0,1,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1749,0,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,801,8,16,7,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1205,4,3,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,4981,13,31,11,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2782,3,26,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1476,3,12,3,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,2027,7,6,12,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2379,3,19,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,253,1,3,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4090,11,41,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,27107,22,340,20,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,7722,12,148,4,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3708,5,52,5,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,63658,62,1241,24,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,10563,9,62,3,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,29,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,92,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1646,3,38,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,3664,3,8,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,37516,40,350,26,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,4199,20,54,7,cases
