report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1994,3,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1068,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2856,2,11,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,224,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,6633,1,7,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,782,1,8,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4432,2,90,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6313,10,30,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,4502,2,8,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,38071,26,86,20,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,4898,5,6,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,2113,1,8,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,5671,12,27,4,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2076,3,7,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,402,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,7920,1,12,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,23322,18,104,13,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,5477,9,76,5,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,8424,3,68,3,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,5495,10,42,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1398,0,5,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,134,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,117,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1273,2,25,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,7495,3,15,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,54506,92,1619,44,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3480,15,76,10,cases
