report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1208,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,553,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1211,1,5,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,24,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,4047,0,3,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,375,1,2,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1506,0,5,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2653,3,10,2,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,433,1,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,7119,3,24,3,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1276,0,4,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,509,1,1,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1055,1,8,1,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,335,1,1,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,124,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,3760,0,10,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,10157,9,39,6,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,2169,5,39,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3324,2,22,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,2274,6,26,4,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,752,0,1,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,74,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,563,1,4,1,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,2938,2,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,13412,25,545,8,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,531,0,9,0,cases
