report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,592,1,4,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,395,0,1,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,2698,2,4,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,167,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,1538,1,3,1,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,84,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,1428,0,24,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,522,6,14,6,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,776,2,3,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,3632,9,16,7,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,1984,2,16,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,1069,2,8,2,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1203,6,5,11,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,1700,2,11,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,136,0,2,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,2601,4,26,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,18202,12,199,10,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6122,8,123,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,3077,4,42,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,26413,30,401,13,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,6566,3,30,1,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,18,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,77,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1275,2,30,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,2866,3,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,27037,31,282,19,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3029,20,33,7,cases
