report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,7593,6,16,3,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,2127,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,7414,3,9,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,204,0,3,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,10527,2,41,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1783,2,19,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,7610,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,23572,13,34,11,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5148,5,7,1,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,49131,47,193,34,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,56440,13,48,23,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,35259,7,52,9,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,59409,7,63,24,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,17930,8,14,8,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,3351,1,1,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,65595,5,15,7,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,522156,271,1908,261,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,41175,47,381,20,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,84785,27,416,17,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,197885,116,1177,113,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,61813,119,528,63,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,5024,2,62,2,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,3129,7,34,1,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,45243,16,284,17,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,19711,7,17,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,127317,142,3293,53,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,17624,41,455,23,cases
