report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1928,4,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1218,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3567,4,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,268,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7349,1,8,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,848,1,9,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4607,2,97,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6828,13,36,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5060,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,38449,30,93,25,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6400,9,12,11,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3221,1,13,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,6904,14,40,8,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2615,3,11,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,522,0,2,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,8963,3,13,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,24020,20,112,17,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6118,15,90,8,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9515,3,74,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,6954,16,57,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1705,2,8,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,147,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,135,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1569,3,28,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8226,3,15,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,58775,100,1718,51,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3635,18,79,12,cases
