report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,166,0,2,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,133,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,955,0,2,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,77,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,462,0,1,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,21,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,542,0,11,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,84,1,3,0,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,207,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1031,6,5,0,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,435,0,8,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,311,1,3,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,279,5,3,0,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,535,1,2,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,34,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,728,2,7,1,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,3581,2,39,0,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,2420,6,73,1,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,1431,2,19,1,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,2134,2,39,3,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1160,0,4,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,0,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,14,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,359,1,11,0,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,896,2,1,0,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,7274,13,161,0,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,738,5,8,0,cases
