report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,290,0,3,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,191,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1415,1,2,1,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,111,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,753,0,2,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,40,0,0,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,788,0,15,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,186,4,9,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,350,1,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,1851,6,7,6,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,859,0,12,0,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,521,1,4,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,519,5,3,9,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,839,1,7,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,58,0,0,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,1227,3,14,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,7096,4,78,3,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3480,7,87,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,2004,3,24,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,5185,5,99,3,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,2316,1,15,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,10,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,26,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,651,2,19,1,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,1423,3,3,2,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,12997,20,205,14,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1342,11,14,5,cases
