report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1346,2,9,2,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,5764,0,10,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,5601,7,8,8,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,791,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3633,1,21,2,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,1233,2,5,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3019,3,31,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,2143,17,43,13,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,7019,11,21,5,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,19257,56,196,46,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,9390,21,124,18,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,4838,10,70,8,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,8308,21,40,30,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,10880,18,221,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1820,7,10,3,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,11923,28,105,11,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,55203,44,652,47,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,16541,29,297,14,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,6264,12,83,7,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,216298,188,4944,86,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,21610,50,282,12,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,94,0,1,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,144,0,1,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,2771,4,58,4,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,5922,5,20,5,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,82501,108,610,74,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,11434,33,133,15,cases
