report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,3361,3,5,1,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,968,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1228,1,2,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,26,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,3060,1,16,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,320,0,3,0,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,3171,0,5,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6127,2,12,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,648,0,0,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,3240,9,11,6,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,15941,2,4,2,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,9269,1,14,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,34410,7,24,14,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,4695,1,9,0,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,1304,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,21451,2,2,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,142788,82,607,69,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,17783,24,137,12,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,29356,9,161,6,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,71422,39,423,36,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,20154,50,258,31,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,1169,1,9,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,366,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,26891,10,198,13,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,10865,5,4,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,39561,52,1361,12,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,5686,13,85,9,cases
,,,,,,,475260,315,3351,221,
