report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1934,4,1,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,1255,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,3592,5,11,3,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,271,0,1,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,7397,1,8,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,852,1,9,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,4630,2,97,2,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,6851,13,37,4,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,5077,2,7,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,38511,30,93,25,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,6510,9,12,11,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,3293,1,13,1,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,7000,14,41,8,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,2645,3,11,4,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,527,0,2,1,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,9060,3,14,2,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,24195,20,114,17,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,6166,15,90,8,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,9624,3,75,4,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,7172,16,58,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,1755,2,8,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,149,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,140,1,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,1615,3,29,3,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,8310,3,15,4,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,59367,100,1727,51,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,3652,18,79,12,cases
