report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,severe_value,alarm_value,death_value,unit
,Brazil-Rondonia,state,dengue_reported,NA,NA,NA,1548,3,0,0,cases
,Brazil-Acre,state,dengue_reported,NA,NA,NA,745,0,0,0,cases
,Brazil-Amazonas,state,dengue_reported,NA,NA,NA,1760,1,5,0,cases
,Brazil-Roraima,state,dengue_reported,NA,NA,NA,62,0,0,0,cases
,Brazil-Para,state,dengue_reported,NA,NA,NA,5320,1,5,0,cases
,Brazil-Amapa,state,dengue_reported,NA,NA,NA,531,1,6,1,cases
,Brazil-Tocantins,state,dengue_reported,NA,NA,NA,2346,0,28,0,cases
,Brazil-Maranhao,state,dengue_reported,NA,NA,NA,3879,7,11,3,cases
,Brazil-Piaui,state,dengue_reported,NA,NA,NA,1005,1,1,0,cases
,Brazil-Ceara,state,dengue_reported,NA,NA,NA,14509,4,55,4,cases
,Brazil-Rio_Grande_do_Norte,state,dengue_reported,NA,NA,NA,2374,2,5,1,cases
,Brazil-Paraiba,state,dengue_reported,NA,NA,NA,909,1,2,0,cases
,Brazil-Pernambuco,state,dengue_reported,NA,NA,NA,1712,2,11,2,cases
,Brazil-Alagoas,state,dengue_reported,NA,NA,NA,569,2,2,1,cases
,Brazil-Sergipe,state,dengue_reported,NA,NA,NA,189,0,1,0,cases
,Brazil-Bahia,state,dengue_reported,NA,NA,NA,4950,0,11,0,cases
,Brazil-Minas_Gerais,state,dengue_reported,NA,NA,NA,14984,11,60,7,cases
,Brazil-Espirito_Santo,state,dengue_reported,NA,NA,NA,3312,6,56,3,cases
,Brazil-Rio_de_Janeiro,state,dengue_reported,NA,NA,NA,4796,2,49,2,cases
,Brazil-Sao_Paulo,state,dengue_reported,NA,NA,NA,3320,8,32,5,cases
,Brazil-Parana,state,dengue_reported,NA,NA,NA,977,0,3,0,cases
,Brazil-Santa_Catarina,state,dengue_reported,NA,NA,NA,81,0,0,0,cases
,Brazil-Rio_Grande_do_Sul,state,dengue_reported,NA,NA,NA,89,0,0,0,cases
,Brazil-Mato_Grosso_do_Sul,state,dengue_reported,NA,NA,NA,793,1,9,2,cases
,Brazil-Mato_Grosso,state,dengue_reported,NA,NA,NA,4703,2,3,3,cases
,Brazil-Goias,state,dengue_reported,NA,NA,NA,22430,39,801,13,cases
,Brazil-Distrito_Federal,state,dengue_reported,NA,NA,NA,1110,4,18,1,cases
