report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,probable_value,unit
,Brazil-Rondonia,state,chikungunya_reported,NA,NA,NA,147,cases
,Brazil-Acre,state,chikungunya_reported,NA,NA,NA,63,cases
,Brazil-Amazonas,state,chikungunya_reported,NA,NA,NA,207,cases
,Brazil-Roraima,state,chikungunya_reported,NA,NA,NA,1129,cases
,Brazil-Para,state,chikungunya_reported,NA,NA,NA,6517,cases
,Brazil-Amapa,state,chikungunya_reported,NA,NA,NA,104,cases
,Brazil-Tocantins,state,chikungunya_reported,NA,NA,NA,2353,cases
,Brazil-Maranhao,state,chikungunya_reported,NA,NA,NA,5213,cases
,Brazil-Piaui,state,chikungunya_reported,NA,NA,NA,2198,cases
,Brazil-Ceara,state,chikungunya_reported,NA,NA,NA,92580,cases
,Brazil-Rio_Grande_do_Norte,state,chikungunya_reported,NA,NA,NA,893,cases
,Brazil-Paraiba,state,chikungunya_reported,NA,NA,NA,601,cases
,Brazil-Pernambuco,state,chikungunya_reported,NA,NA,NA,880,cases
,Brazil-Alagoas,state,chikungunya_reported,NA,NA,NA,322,cases
,Brazil-Sergipe,state,chikungunya_reported,NA,NA,NA,326,cases
,Brazil-Bahia,state,chikungunya_reported,NA,NA,NA,6314,cases
,Brazil-Minas_Gerais,state,chikungunya_reported,NA,NA,NA,14446,cases
,Brazil-Espirito_Santo,state,chikungunya_reported,NA,NA,NA,575,cases
,Brazil-Rio_de_Janeiro,state,chikungunya_reported,NA,NA,NA,2531,cases
,Brazil-Sao_Paulo,state,chikungunya_reported,NA,NA,NA,442,cases
,Brazil-Parana,state,chikungunya_reported,NA,NA,NA,102,cases
,Brazil-Santa_Catarina,state,chikungunya_reported,NA,NA,NA,37,cases
,Brazil-Rio_Grande_do_Sul,state,chikungunya_reported,NA,NA,NA,43,cases
,Brazil-Mato_Grosso_do_Sul,state,chikungunya_reported,NA,NA,NA,38,cases
,Brazil-Mato_Grosso,state,chikungunya_reported,NA,NA,NA,2521,cases
,Brazil-Goias,state,chikungunya_reported,NA,NA,NA,147,cases
,Brazil-Distrito_Federal,state,chikungunya_reported,NA,NA,NA,75,cases
