"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2017-01-01,2017-06-10,NA,104,NA,"total=104","EpiBulletinPrevYear",""
"Zika","Brazil","Acre","state",2017-01-01,2017-06-10,NA,23,NA,"total=23","EpiBulletinPrevYear",""
"Zika","Brazil","Amazonas","state",2017-01-01,2017-06-10,NA,348,NA,"total=348","EpiBulletinPrevYear",""
"Zika","Brazil","Roraima","state",2017-01-01,2017-06-10,NA,143,NA,"total=143","EpiBulletinPrevYear",""
"Zika","Brazil","Para","state",2017-01-01,2017-06-10,NA,587,NA,"total=587","EpiBulletinPrevYear",""
"Zika","Brazil","Amapa","state",2017-01-01,2017-06-10,NA,9,NA,"total=9","EpiBulletinPrevYear",""
"Zika","Brazil","Tocantins","state",2017-01-01,2017-06-10,NA,497,NA,"total=497","EpiBulletinPrevYear",""
"Zika","Brazil","Maranhao","state",2017-01-01,2017-06-10,NA,380,NA,"total=380","EpiBulletinPrevYear",""
"Zika","Brazil","Piaui","state",2017-01-01,2017-06-10,NA,104,NA,"total=104","EpiBulletinPrevYear",""
"Zika","Brazil","Ceara","state",2017-01-01,2017-06-10,NA,1288,NA,"total=1288","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-06-10,NA,243,NA,"total=243","EpiBulletinPrevYear",""
"Zika","Brazil","Paraiba","state",2017-01-01,2017-06-10,NA,78,NA,"total=78","EpiBulletinPrevYear",""
"Zika","Brazil","Pernambuco","state",2017-01-01,2017-06-10,NA,18,NA,"total=18","EpiBulletinPrevYear",""
"Zika","Brazil","Alagoas","state",2017-01-01,2017-06-10,NA,108,NA,"total=108","EpiBulletinPrevYear",""
"Zika","Brazil","Sergipe","state",2017-01-01,2017-06-10,NA,9,NA,"total=9","EpiBulletinPrevYear",""
"Zika","Brazil","Bahia","state",2017-01-01,2017-06-10,NA,1461,NA,"total=1461","EpiBulletinPrevYear",""
"Zika","Brazil","Minas_Gerais","state",2017-01-01,2017-06-10,NA,613,NA,"total=613","EpiBulletinPrevYear",""
"Zika","Brazil","Espirito_Santo","state",2017-01-01,2017-06-10,NA,281,NA,"total=281","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-06-10,NA,2020,NA,"total=2020","EpiBulletinPrevYear",""
"Zika","Brazil","Sao_Paulo","state",2017-01-01,2017-06-10,NA,199,NA,"total=199","EpiBulletinPrevYear",""
"Zika","Brazil","Parana","state",2017-01-01,2017-06-10,NA,31,NA,"total=31","EpiBulletinPrevYear",""
"Zika","Brazil","Santa_Catarina","state",2017-01-01,2017-06-10,NA,8,NA,"total=8","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-06-10,NA,8,NA,"total=8","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-06-10,NA,31,NA,"total=31","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso","state",2017-01-01,2017-06-10,NA,1819,NA,"total=1819","EpiBulletinPrevYear",""
"Zika","Brazil","Goias","state",2017-01-01,2017-06-10,NA,3107,NA,"total=3107","EpiBulletinPrevYear",""
"Zika","Brazil","Distrito_Federal","state",2017-01-01,2017-06-10,NA,41,NA,"total=41","EpiBulletinPrevYear",""
