"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2017-01-01,2017-10-14,NA,115,NA,"total=115","EpiBulletinPrevYear",""
"Zika","Brazil","Acre","state",2017-01-01,2017-10-14,NA,25,NA,"total=25","EpiBulletinPrevYear",""
"Zika","Brazil","Amazonas","state",2017-01-01,2017-10-14,NA,400,NA,"total=400","EpiBulletinPrevYear",""
"Zika","Brazil","Roraima","state",2017-01-01,2017-10-14,NA,199,NA,"total=199","EpiBulletinPrevYear",""
"Zika","Brazil","Para","state",2017-01-01,2017-10-14,NA,634,NA,"total=634","EpiBulletinPrevYear",""
"Zika","Brazil","Amapa","state",2017-01-01,2017-10-14,NA,10,NA,"total=10","EpiBulletinPrevYear",""
"Zika","Brazil","Tocantins","state",2017-01-01,2017-10-14,NA,578,NA,"total=578","EpiBulletinPrevYear",""
"Zika","Brazil","Maranhao","state",2017-01-01,2017-10-14,NA,512,NA,"total=512","EpiBulletinPrevYear",""
"Zika","Brazil","Piaui","state",2017-01-01,2017-10-14,NA,91,NA,"total=91","EpiBulletinPrevYear",""
"Zika","Brazil","Ceara","state",2017-01-01,2017-10-14,NA,1415,NA,"total=1415","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2017-01-01,2017-10-14,NA,419,NA,"total=419","EpiBulletinPrevYear",""
"Zika","Brazil","Paraiba","state",2017-01-01,2017-10-14,NA,108,NA,"total=108","EpiBulletinPrevYear",""
"Zika","Brazil","Pernambuco","state",2017-01-01,2017-10-14,NA,25,NA,"total=25","EpiBulletinPrevYear",""
"Zika","Brazil","Alagoas","state",2017-01-01,2017-10-14,NA,190,NA,"total=190","EpiBulletinPrevYear",""
"Zika","Brazil","Sergipe","state",2017-01-01,2017-10-14,NA,16,NA,"total=16","EpiBulletinPrevYear",""
"Zika","Brazil","Bahia","state",2017-01-01,2017-10-14,NA,2136,NA,"total=2136","EpiBulletinPrevYear",""
"Zika","Brazil","Minas_Gerais","state",2017-01-01,2017-10-14,NA,683,NA,"total=683","EpiBulletinPrevYear",""
"Zika","Brazil","Espirito_Santo","state",2017-01-01,2017-10-14,NA,325,NA,"total=325","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_de_Janeiro","state",2017-01-01,2017-10-14,NA,2370,NA,"total=2370","EpiBulletinPrevYear",""
"Zika","Brazil","Sao_Paulo","state",2017-01-01,2017-10-14,NA,236,NA,"total=236","EpiBulletinPrevYear",""
"Zika","Brazil","Parana","state",2017-01-01,2017-10-14,NA,49,NA,"total=49","EpiBulletinPrevYear",""
"Zika","Brazil","Santa_Catarina","state",2017-01-01,2017-10-14,NA,13,NA,"total=13","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2017-01-01,2017-10-14,NA,12,NA,"total=12","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2017-01-01,2017-10-14,NA,55,NA,"total=55","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso","state",2017-01-01,2017-10-14,NA,2053,NA,"total=2053","EpiBulletinPrevYear",""
"Zika","Brazil","Goias","state",2017-01-01,2017-10-14,NA,3795,NA,"total=3795","EpiBulletinPrevYear",""
"Zika","Brazil","Distrito_Federal","state",2017-01-01,2017-10-14,NA,51,NA,"total=51","EpiBulletinPrevYear",""
