"pathogen","country","location","locationType","dateStart","dateEnd","count","countCumu","sevCount","sevCountCumu","source","notes"
"Zika","Brazil","Rondonia","state",2016-01-03,2016-12-17,NA,916,NA,"total=916","EpiBulletinPrevYear",""
"Zika","Brazil","Acre","state",2016-01-03,2016-12-17,NA,79,NA,"total=79","EpiBulletinPrevYear",""
"Zika","Brazil","Amazonas","state",2016-01-03,2016-12-17,NA,4464,NA,"total=4464","EpiBulletinPrevYear",""
"Zika","Brazil","Roraima","state",2016-01-03,2016-12-17,NA,166,NA,"total=166","EpiBulletinPrevYear",""
"Zika","Brazil","Para","state",2016-01-03,2016-12-17,NA,4602,NA,"total=4602","EpiBulletinPrevYear",""
"Zika","Brazil","Amapa","state",2016-01-03,2016-12-17,NA,402,NA,"total=402","EpiBulletinPrevYear",""
"Zika","Brazil","Tocantins","state",2016-01-03,2016-12-17,NA,2129,NA,"total=2129","EpiBulletinPrevYear",""
"Zika","Brazil","Maranhao","state",2016-01-03,2016-12-17,NA,4597,NA,"total=4597","EpiBulletinPrevYear",""
"Zika","Brazil","Piaui","state",2016-01-03,2016-12-17,NA,235,NA,"total=235","EpiBulletinPrevYear",""
"Zika","Brazil","Ceara","state",2016-01-03,2016-12-17,NA,4335,NA,"total=4335","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Norte","state",2016-01-03,2016-12-17,NA,3691,NA,"total=3691","EpiBulletinPrevYear",""
"Zika","Brazil","Paraiba","state",2016-01-03,2016-12-17,NA,3749,NA,"total=3749","EpiBulletinPrevYear",""
"Zika","Brazil","Pernambuco","state",2016-01-03,2016-12-17,NA,442,NA,"total=442","EpiBulletinPrevYear",""
"Zika","Brazil","Alagoas","state",2016-01-03,2016-12-17,NA,6825,NA,"total=6825","EpiBulletinPrevYear",""
"Zika","Brazil","Sergipe","state",2016-01-03,2016-12-17,NA,217,NA,"total=217","EpiBulletinPrevYear",""
"Zika","Brazil","Bahia","state",2016-01-03,2016-12-17,NA,51119,NA,"total=51119","EpiBulletinPrevYear",""
"Zika","Brazil","Minas_Gerais","state",2016-01-03,2016-12-17,NA,13852,NA,"total=13852","EpiBulletinPrevYear",""
"Zika","Brazil","Espirito_Santo","state",2016-01-03,2016-12-17,NA,2325,NA,"total=2325","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_de_Janeiro","state",2016-01-03,2016-12-17,NA,71466,NA,"total=71466","EpiBulletinPrevYear",""
"Zika","Brazil","Sao_Paulo","state",2016-01-03,2016-12-17,NA,5191,NA,"total=5191","EpiBulletinPrevYear",""
"Zika","Brazil","Parana","state",2016-01-03,2016-12-17,NA,657,NA,"total=657","EpiBulletinPrevYear",""
"Zika","Brazil","Santa_Catarina","state",2016-01-03,2016-12-17,NA,69,NA,"total=69","EpiBulletinPrevYear",""
"Zika","Brazil","Rio_Grande_do_Sul","state",2016-01-03,2016-12-17,NA,166,NA,"total=166","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso_do_Sul","state",2016-01-03,2016-12-17,NA,1722,NA,"total=1722","EpiBulletinPrevYear",""
"Zika","Brazil","Mato_Grosso","state",2016-01-03,2016-12-17,NA,21606,NA,"total=21606","EpiBulletinPrevYear",""
"Zika","Brazil","Goias","state",2016-01-03,2016-12-17,NA,10427,NA,"total=10427","EpiBulletinPrevYear",""
"Zika","Brazil","Distrito_Federal","state",2016-01-03,2016-12-17,NA,346,NA,"total=346","EpiBulletinPrevYear",""
