report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,170,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,195,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,6,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,186,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,35,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,76,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,134,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,59,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,46,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,257,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,2,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,460,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,205,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,91,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,390,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,232,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,30,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,475,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,507,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,14,cases
