report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,176,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,34,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,418,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,232,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,594,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,702,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,510,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,162,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1455,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,386,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,111,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,57,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,192,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,15,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2065,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,716,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,337,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2209,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,353,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,61,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,59,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2132,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3734,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,55,cases
