report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,99,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,67,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,154,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,52,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,330,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,412,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,104,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,163,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,39,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,25,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,21,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,523,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,284,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,65,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,394,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,217,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,44,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,14,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,25,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,121,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,754,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,17,cases
,,,,,,,1653,
