report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,846,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,189,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,3713,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,2121,cases
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,898,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,83,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,2795,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,3847,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,46427,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,2358,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,2840,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,2889,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,394,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,241,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,2342,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,491,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,2166,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,12891,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,46027,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,4736,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,1935,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,360,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,97,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,367,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,4132,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,19985,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,762,cases
