report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,167,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,72,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,258,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,121,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,543,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,761,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,267,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,367,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,97,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,64,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,32,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,58,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,1003,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,555,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,197,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1092,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,344,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,63,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,30,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,185,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,1542,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,24,cases
