report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,732,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,122,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,2172,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,1249,cases
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,783,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,57,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,3264,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,2206,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,37836,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,832,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,1954,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,2275,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,450,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,82,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,1647,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,427,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,1900,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,10553,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,32312,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,3262,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,1965,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,287,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,91,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,295,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,2278,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,18227,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,564,cases
