report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,282,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,15,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,274,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,160,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,83,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,132,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,296,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,178,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,86,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,94,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,604,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,192,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,149,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,1661,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,249,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,18,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,57,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,531,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,789,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,21,cases
