report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,145,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,42,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,419,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,207,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,688,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,708,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,516,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,161,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1502,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,440,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,115,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,33,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,245,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2161,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,750,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,348,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2210,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,397,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,68,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,13,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,71,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2149,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3844,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,63,cases
