report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,345,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,258,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,4055,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,2718,cases
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,971,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,80,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,2517,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,4958,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,48010,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,3641,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,3168,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,3073,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,410,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,307,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,3074,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,350,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,2192,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,14105,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,46022,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,5225,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,1431,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,327,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,92,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,342,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,5494,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,19947,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,891,cases
