report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,177,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,42,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,408,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,228,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,571,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,666,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,516,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,160,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1555,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,419,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,119,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,55,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,206,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2108,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,732,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,345,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2210,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,387,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,67,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,16,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,69,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2154,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3728,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,65,cases
