report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,178,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,23,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,413,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,240,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,648,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,767,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,472,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,166,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1478,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,334,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,104,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,59,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,163,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2020,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,705,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,324,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2209,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,320,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,55,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,51,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2056,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3712,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,54,cases
