report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,9,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,22,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,115,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,10,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,115,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,134,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,26,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,5,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,58,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,132,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,46,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,20,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,208,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,2,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,393,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,124,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,69,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,390,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,207,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,8,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,7,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,28,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,384,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,440,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,11,cases
