report_date,location,location_type,data_field,data_field_code,time_period,time_period_type,value,unit
,Brazil-Rondonia,state,zika_reported,BR0011,NA,NA,141,cases
,Brazil-Acre,state,zika_reported,BR0011,NA,NA,40,cases
,Brazil-Amazonas,state,zika_reported,BR0011,NA,NA,429,cases
,Brazil-Roraima,state,zika_reported,BR0011,NA,NA,203,cases
,Brazil-Para,state,zika_reported,BR0011,NA,NA,688,cases
,Brazil-Amapa,state,zika_reported,BR0011,NA,NA,11,cases
,Brazil-Tocantins,state,zika_reported,BR0011,NA,NA,689,cases
,Brazil-Maranhao,state,zika_reported,BR0011,NA,NA,516,cases
,Brazil-Piaui,state,zika_reported,BR0011,NA,NA,154,cases
,Brazil-Ceara,state,zika_reported,BR0011,NA,NA,1503,cases
,Brazil-Rio_Grande_do_Norte,state,zika_reported,BR0011,NA,NA,460,cases
,Brazil-Paraiba,state,zika_reported,BR0011,NA,NA,115,cases
,Brazil-Pernambuco,state,zika_reported,BR0011,NA,NA,39,cases
,Brazil-Alagoas,state,zika_reported,BR0011,NA,NA,249,cases
,Brazil-Sergipe,state,zika_reported,BR0011,NA,NA,17,cases
,Brazil-Bahia,state,zika_reported,BR0011,NA,NA,2217,cases
,Brazil-Minas_Gerais,state,zika_reported,BR0011,NA,NA,758,cases
,Brazil-Espirito_Santo,state,zika_reported,BR0011,NA,NA,352,cases
,Brazil-Rio_de_Janeiro,state,zika_reported,BR0011,NA,NA,2210,cases
,Brazil-Sao_Paulo,state,zika_reported,BR0011,NA,NA,412,cases
,Brazil-Parana,state,zika_reported,BR0011,NA,NA,61,cases
,Brazil-Santa_Catarina,state,zika_reported,BR0011,NA,NA,20,cases
,Brazil-Rio_Grande_do_Sul,state,zika_reported,BR0011,NA,NA,12,cases
,Brazil-Mato_Grosso_do_Sul,state,zika_reported,BR0011,NA,NA,76,cases
,Brazil-Mato_Grosso,state,zika_reported,BR0011,NA,NA,2148,cases
,Brazil-Goias,state,zika_reported,BR0011,NA,NA,3867,cases
,Brazil-Distrito_Federal,state,zika_reported,BR0011,NA,NA,65,cases
